Book ID,File ID(Minna De Honkoku),File ID(NDL),Book Name,Attribution,Image URL,GitHub URL
L000028,001,000019127,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019127.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,002,000019128,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019128.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,003,000019129,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019129.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,004,000019130,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019130.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,005,000019131,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019131.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,006,000019132,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019132.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,007,000019133,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019133.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,008,000019134,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019134.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,009,000019135,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019135.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,010,000019136,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019136.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,011,000019137,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019137.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,012,000019138,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019138.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,013,000019139,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019139.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,014,000019140,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019140.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,015,000019141,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019141.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,016,000019142,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019142.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,017,000019143,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019143.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,018,000019144,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019144.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,019,000019145,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019145.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,020,000019146,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019146.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,021,000019147,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019147.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,022,000019148,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019148.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,023,000019149,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019149.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,024,000019150,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019150.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,025,000019151,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019151.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,026,000019152,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019152.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,027,000019153,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019153.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,028,000019154,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019154.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,029,000019155,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019155.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,030,000019156,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019156.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,031,000019157,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019157.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,032,000019158,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019158.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,033,000019159,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019159.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,034,000019160,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019160.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,035,000019161,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019161.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,036,000019162,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019162.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,037,000019163,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019163.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,038,000019164,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019164.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,039,000019165,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019165.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,040,000019166,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019166.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,041,000019167,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019167.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,042,000019168,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019168.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,043,000019169,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019169.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,044,000019170,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019170.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,045,000019171,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019171.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,046,000019172,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019172.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,047,000019173,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019173.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,048,000019174,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019174.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,049,000019175,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019175.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,050,000019176,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019176.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
L000028,051,000019177,温冷泉試験表,東京大学地震研究所図書室,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019177.jpg,https://github.com/yuta1984/honkoku-data/tree/master/v1/L000028
